Datetime,Inova Sup RHT - 337457Val1,Inova Sup RHT - 337457Val2,Inova Sup RHT - 337457Val3,Inova Sup RHT - 337457Val4,Inova Sup RHT - 337457Val5,Inova Sup RHT - 337457Val6
2021-10-01 09:19:00,54.58,24.63,14.9,75.1,24.6,18.4
2021-10-01 09:20:00,54.46,24.66,14.9,75.0,24.6,18.4
2021-10-01 09:21:00,54.46,24.69,14.9,75.2,24.6,18.4
2021-10-01 09:22:00,54.4,24.72,14.9,75.2,24.7,18.4
2021-10-01 09:23:00,54.31,24.76,14.9,75.3,24.7,18.4
2021-10-01 09:24:00,54.31,24.78,14.9,75.4,24.7,18.5
2021-10-01 09:25:00,54.25,24.8,14.9,75.4,24.8,18.5
2021-10-01 09:26:00,54.17,24.83,14.9,75.4,24.8,18.5
2021-10-01 09:27:00,54.22,24.86,15.0,75.6,24.8,18.5
2021-10-01 09:28:00,54.19,24.89,15.0,75.7,24.8,18.5
2021-10-01 09:29:00,54.08,24.91,15.0,75.7,24.9,18.5
2021-10-01 09:30:00,54.05,24.93,15.0,75.7,24.9,18.6
2021-10-01 09:31:00,54.05,24.94,15.0,75.8,24.9,18.6
2021-10-01 09:32:00,54.08,24.95,15.0,75.8,24.9,18.6
2021-10-01 09:33:00,53.93,24.95,15.0,75.6,24.9,18.6
2021-10-01 09:34:00,53.93,24.98,15.0,75.8,24.9,18.6
2021-10-01 09:35:00,53.96,24.99,15.0,75.9,25.0,18.6
2021-10-01 09:36:00,53.87,25.01,15.0,75.8,25.0,18.6
2021-10-01 09:37:00,53.9,25.04,15.1,76.0,25.0,18.6
2021-10-01 09:38:00,53.7,25.07,15.0,75.9,25.0,18.6
2021-10-01 09:39:00,53.73,25.09,15.1,76.0,25.1,18.6
2021-10-01 09:40:00,53.76,25.11,15.1,76.1,25.1,18.7
2021-10-01 09:41:00,53.73,25.12,15.1,76.1,25.1,18.7
2021-10-01 09:42:00,53.58,25.13,15.0,76.0,25.1,18.7
2021-10-01 09:43:00,53.66,25.16,15.1,76.2,25.1,18.7
2021-10-01 09:44:00,53.66,25.19,15.1,76.4,25.2,18.7
2021-10-01 09:45:00,53.63,25.21,15.1,76.4,25.2,18.7
2021-10-01 09:46:00,53.66,25.22,15.2,76.5,25.2,18.8
2021-10-01 09:47:00,53.57,25.23,15.1,76.4,25.2,18.8
2021-10-01 09:48:00,53.57,25.24,15.1,76.5,25.2,18.8
2021-10-01 09:49:00,53.43,25.26,15.1,76.4,25.2,18.8
2021-10-01 09:50:00,53.46,25.28,15.2,76.5,25.3,18.8
2021-10-01 09:51:00,53.43,25.29,15.2,76.5,25.3,18.8
2021-10-01 09:52:00,53.4,25.31,15.2,76.6,25.3,18.8
2021-10-01 09:53:00,53.4,25.32,15.2,76.6,25.3,18.8
2021-10-01 09:54:00,53.37,25.35,15.2,76.7,25.3,18.8
2021-10-01 09:55:00,53.31,25.37,15.2,76.7,25.4,18.8
2021-10-01 09:56:00,53.25,25.4,15.2,76.8,25.4,18.8
2021-10-01 09:57:00,53.31,25.41,15.2,76.9,25.4,18.9
2021-10-01 09:58:00,53.31,25.41,15.2,76.9,25.4,18.9
2021-10-01 09:59:00,53.1,25.41,15.2,76.6,25.4,18.8
2021-10-01 10:00:00,53.28,25.42,15.2,76.9,25.4,18.9
2021-10-01 10:01:00,53.31,25.43,15.2,77.0,25.4,18.9
2021-10-01 10:02:00,53.16,25.45,15.2,76.9,25.4,18.9
2021-10-01 10:03:00,53.07,25.46,15.2,76.8,25.4,18.9
2021-10-01 10:04:00,53.16,25.48,15.2,77.0,25.5,18.9
2021-10-01 10:05:00,53.07,25.5,15.2,77.0,25.5,18.9
2021-10-01 10:06:00,52.99,25.52,15.2,77.0,25.5,18.9
2021-10-01 10:07:00,53.02,25.55,15.3,77.2,25.5,18.9
2021-10-01 10:08:00,52.95,25.56,15.3,77.1,25.6,18.9
2021-10-01 10:09:00,52.81,25.58,15.2,77.0,25.6,18.9
2021-10-01 10:10:00,52.89,25.59,15.3,77.2,25.6,19.0
2021-10-01 10:11:00,52.89,25.6,15.3,77.2,25.6,19.0
2021-10-01 10:12:00,52.75,25.61,15.2,77.0,25.6,19.0
2021-10-01 10:13:00,52.75,25.63,15.3,77.1,25.6,19.0
2021-10-01 10:14:00,52.66,25.64,15.2,77.1,25.6,19.0
2021-10-01 10:15:00,52.75,25.64,15.3,77.2,25.6,19.0
2021-10-01 10:16:00,52.83,25.64,15.3,77.3,25.6,19.0
2021-10-01 10:17:00,52.75,25.64,15.3,77.2,25.6,19.0
2021-10-01 10:18:00,52.78,25.66,15.3,77.3,25.7,19.0
2021-10-01 10:19:00,52.78,25.67,15.3,77.4,25.7,19.0
2021-10-01 10:20:00,52.75,25.68,15.3,77.4,25.7,19.0
2021-10-01 10:21:00,52.57,25.69,15.3,77.2,25.7,19.0
2021-10-01 10:22:00,52.66,25.7,15.3,77.3,25.7,19.0
2021-10-01 10:23:00,52.54,25.71,15.3,77.2,25.7,19.0
2021-10-01 10:24:00,52.69,25.72,15.3,77.5,25.7,19.0
2021-10-01 10:25:00,52.6,25.73,15.3,77.4,25.7,19.0
2021-10-01 10:26:00,52.57,25.74,15.3,77.4,25.7,19.0
2021-10-01 10:27:00,52.51,25.76,15.3,77.4,25.8,19.0
2021-10-01 10:28:00,52.51,25.78,15.3,77.5,25.8,19.1
2021-10-01 10:29:00,52.54,25.79,15.4,77.6,25.8,19.1
2021-10-01 10:30:00,52.48,25.8,15.3,77.5,25.8,19.1
2021-10-01 10:31:00,52.42,25.81,15.3,77.5,25.8,19.1
2021-10-01 10:32:00,52.42,25.83,15.4,77.6,25.8,19.1
2021-10-01 10:33:00,52.48,25.83,15.4,77.7,25.8,19.1
2021-10-01 10:34:00,52.48,25.84,15.4,77.7,25.8,19.1
2021-10-01 10:35:00,52.25,25.85,15.3,77.4,25.9,19.1
2021-10-01 10:36:00,52.45,25.88,15.4,77.9,25.9,19.1
2021-10-01 10:37:00,52.28,25.89,15.4,77.7,25.9,19.1
2021-10-01 10:38:00,52.28,25.9,15.4,77.7,25.9,19.1
2021-10-01 10:39:00,52.28,25.91,15.4,77.8,25.9,19.1
2021-10-01 10:40:00,52.31,25.94,15.4,78.0,26.0,19.2
2021-10-01 10:41:00,52.28,25.94,15.4,77.9,26.0,19.2
2021-10-01 10:42:00,52.31,25.94,15.4,78.0,26.0,19.2
2021-10-01 10:43:00,52.31,25.94,15.4,78.0,26.0,19.2
2021-10-01 10:44:00,52.1,25.95,15.4,77.7,26.0,19.2
2021-10-01 10:45:00,52.28,25.96,15.4,78.0,26.0,19.2
2021-10-01 10:46:00,52.13,25.97,15.4,77.8,26.0,19.2
2021-10-01 10:47:00,52.28,25.97,15.4,78.1,26.0,19.2
2021-10-01 10:48:00,52.1,25.98,15.4,77.8,26.0,19.2
2021-10-01 10:49:00,52.13,25.99,15.4,77.9,26.0,19.2
2021-10-01 10:50:00,52.07,26.0,15.4,77.9,26.0,19.2
2021-10-01 10:51:00,52.07,26.01,15.4,77.9,26.0,19.2
2021-10-01 10:52:00,52.13,26.02,15.4,78.1,26.0,19.2
2021-10-01 10:53:00,52.07,26.04,15.4,78.1,26.1,19.2
2021-10-01 10:54:00,52.04,26.06,15.5,78.1,26.1,19.2
2021-10-01 10:55:00,52.09,26.06,15.5,78.2,26.1,19.2
2021-10-01 10:56:00,51.98,26.06,15.4,78.0,26.1,19.2
2021-10-01 10:57:00,52.03,26.06,15.4,78.1,26.1,19.2
2021-10-01 10:58:00,52.12,26.06,15.5,78.3,26.1,19.2
2021-10-01 10:59:00,52.09,26.06,15.5,78.2,26.1,19.2
2021-10-01 11:00:00,52.03,26.06,15.4,78.1,26.1,19.2
2021-10-01 11:01:00,51.89,26.08,15.4,78.0,26.1,19.2
2021-10-01 11:02:00,51.89,26.08,15.4,78.0,26.1,19.2
2021-10-01 11:03:00,51.95,26.09,15.5,78.1,26.1,19.2
2021-10-01 11:04:00,51.86,26.1,15.4,78.1,26.1,19.2
2021-10-01 11:05:00,51.83,26.12,15.4,78.1,26.1,19.2
2021-10-01 11:06:00,51.8,26.13,15.4,78.1,26.2,19.3
2021-10-01 11:07:00,51.89,26.14,15.5,78.3,26.2,19.3
2021-10-01 11:08:00,51.89,26.13,15.5,78.2,26.2,19.3
2021-10-01 11:09:00,51.89,26.14,15.5,78.3,26.2,19.3
2021-10-01 11:10:00,51.86,26.14,15.5,78.2,26.2,19.3
2021-10-01 11:11:00,51.86,26.15,15.5,78.3,26.2,19.3
2021-10-01 11:12:00,51.8,26.16,15.5,78.3,26.2,19.3
2021-10-01 11:13:00,51.8,26.17,15.5,78.3,26.2,19.3
2021-10-01 11:14:00,51.83,26.17,15.5,78.3,26.2,19.3
2021-10-01 11:15:00,51.83,26.16,15.5,78.3,26.2,19.3
2021-10-01 11:16:00,51.83,26.16,15.5,78.3,26.2,19.3
2021-10-01 11:17:00,51.74,26.17,15.5,78.2,26.2,19.3
2021-10-01 11:18:00,51.77,26.18,15.5,78.3,26.2,19.3
2021-10-01 11:19:00,51.86,26.17,15.5,78.4,26.2,19.3
2021-10-01 11:20:00,51.74,26.18,15.5,78.3,26.2,19.3
2021-10-01 11:21:00,51.77,26.18,15.5,78.3,26.2,19.3
2021-10-01 11:22:00,51.83,26.18,15.5,78.4,26.2,19.3
2021-10-01 11:23:00,51.83,26.17,15.5,78.3,26.2,19.3
2021-10-01 11:24:00,51.74,26.17,15.5,78.2,26.2,19.3
2021-10-01 11:25:00,51.71,26.18,15.5,78.2,26.2,19.3
2021-10-01 11:26:00,51.65,26.18,15.4,78.1,26.2,19.3
2021-10-01 11:27:00,51.74,26.18,15.5,78.3,26.2,19.3
2021-10-01 11:28:00,51.74,26.19,15.5,78.3,26.2,19.3
2021-10-01 11:29:00,51.71,26.19,15.5,78.3,26.2,19.3
2021-10-01 11:30:00,51.77,26.2,15.5,78.4,26.2,19.3
2021-10-01 11:31:00,51.77,26.2,15.5,78.4,26.2,19.3
2021-10-01 11:32:00,51.74,26.2,15.5,78.4,26.2,19.3
2021-10-01 11:33:00,51.59,26.23,15.5,78.3,26.3,19.3
2021-10-01 11:34:00,51.8,26.23,15.5,78.6,26.3,19.3
2021-10-01 11:35:00,51.68,26.23,15.5,78.4,26.3,19.3
2021-10-01 11:36:00,51.65,26.24,15.5,78.4,26.3,19.3
2021-10-01 11:37:00,51.65,26.25,15.5,78.5,26.3,19.3
2021-10-01 11:38:00,51.62,26.25,15.5,78.4,26.3,19.3
2021-10-01 11:39:00,51.65,26.25,15.5,78.5,26.3,19.3
2021-10-01 11:40:00,51.68,26.25,15.5,78.5,26.3,19.3
2021-10-01 11:41:00,51.65,26.26,15.5,78.5,26.3,19.3
2021-10-01 11:42:00,51.59,26.26,15.5,78.4,26.3,19.3
2021-10-01 11:43:00,51.62,26.27,15.5,78.5,26.3,19.4
2021-10-01 11:44:00,51.62,26.27,15.5,78.5,26.3,19.4
2021-10-01 11:45:00,51.62,26.27,15.5,78.5,26.3,19.4
2021-10-01 11:46:00,51.53,26.27,15.5,78.4,26.3,19.3
2021-10-01 11:47:00,51.59,26.27,15.5,78.5,26.3,19.3
2021-10-01 11:48:00,51.53,26.27,15.5,78.4,26.3,19.3
2021-10-01 11:49:00,51.51,26.28,15.5,78.4,26.3,19.3
2021-10-01 11:50:00,51.56,26.29,15.5,78.5,26.3,19.4
2021-10-01 11:51:00,51.56,26.29,15.5,78.5,26.3,19.4
2021-10-01 11:52:00,51.53,26.29,15.5,78.5,26.3,19.4
2021-10-01 11:53:00,51.62,26.29,15.5,78.6,26.3,19.4
2021-10-01 11:54:00,51.62,26.3,15.5,78.6,26.3,19.4
2021-10-01 11:55:00,51.51,26.3,15.5,78.5,26.3,19.4
2021-10-01 11:56:00,51.53,26.29,15.5,78.5,26.3,19.4
2021-10-01 11:57:00,51.53,26.3,15.5,78.5,26.3,19.4
2021-10-01 11:58:00,51.44,26.3,15.5,78.4,26.3,19.4
2021-10-01 11:59:00,51.56,26.31,15.5,78.6,26.3,19.4
2021-10-01 12:00:00,51.68,26.29,15.6,78.7,26.3,19.4
2021-10-01 12:01:00,51.8,26.24,15.5,78.6,26.3,19.4
2021-10-01 12:02:00,51.86,26.18,15.5,78.4,26.2,19.3
2021-10-01 12:03:00,51.92,26.12,15.5,78.2,26.1,19.3
2021-10-01 12:04:00,52.03,26.06,15.4,78.1,26.1,19.2
2021-10-01 12:05:00,52.1,26.01,15.4,78.0,26.0,19.2
2021-10-01 12:06:00,52.15,25.96,15.4,77.8,26.0,19.2
2021-10-01 12:07:00,52.18,25.9,15.3,77.6,25.9,19.1
2021-10-01 12:08:00,52.21,25.84,15.3,77.3,25.8,19.1
2021-10-01 12:09:00,52.25,25.8,15.3,77.2,25.8,19.0
2021-10-01 12:10:00,52.34,25.74,15.2,77.1,25.7,19.0
2021-10-01 12:11:00,52.37,25.7,15.2,76.9,25.7,19.0
2021-10-01 12:12:00,52.42,25.66,15.2,76.8,25.7,18.9
2021-10-01 12:13:00,52.45,25.6,15.1,76.6,25.6,18.9
2021-10-01 12:14:00,52.51,25.56,15.1,76.5,25.5,18.9
2021-10-01 12:15:00,52.51,25.51,15.1,76.2,25.5,18.8
2021-10-01 12:16:00,52.6,25.46,15.1,76.1,25.4,18.8
2021-10-01 12:17:00,52.63,25.42,15.0,76.0,25.4,18.8
2021-10-01 12:18:00,52.67,25.38,15.0,75.8,25.3,18.7
2021-10-01 12:19:00,52.7,25.34,15.0,75.7,25.3,18.7
2021-10-01 12:20:00,52.73,25.29,14.9,75.5,25.3,18.7
2021-10-01 12:21:00,52.76,25.25,14.9,75.4,25.2,18.6
2021-10-01 12:22:00,52.81,25.21,14.9,75.3,25.2,18.6
2021-10-01 12:23:00,52.82,25.17,14.9,75.1,25.1,18.6
2021-10-01 12:24:00,52.9,25.13,14.8,75.0,25.1,18.6
2021-10-01 12:25:00,52.93,25.09,14.8,74.9,25.0,18.5
2021-10-01 12:26:00,52.99,25.05,14.8,74.8,25.0,18.5
2021-10-01 12:27:00,52.99,25.01,14.8,74.6,25.0,18.5
2021-10-01 12:28:00,53.05,24.97,14.7,74.5,24.9,18.4
2021-10-01 12:29:00,53.05,24.94,14.7,74.4,24.9,18.4
2021-10-01 12:30:00,53.11,24.91,14.7,74.3,24.8,18.4
2021-10-01 12:31:00,53.17,24.86,14.7,74.2,24.8,18.4
2021-10-01 12:32:00,53.17,24.83,14.6,74.0,24.8,18.3
2021-10-01 12:33:00,53.23,24.8,14.6,74.0,24.7,18.3
2021-10-01 12:34:00,53.25,24.76,14.6,73.8,24.7,18.3
2021-10-01 12:35:00,53.28,24.72,14.6,73.7,24.6,18.3
2021-10-01 12:36:00,53.31,24.69,14.6,73.6,24.6,18.2
2021-10-01 12:37:00,53.32,24.66,14.5,73.5,24.6,18.2
2021-10-01 12:38:00,53.37,24.63,14.5,73.4,24.5,18.2
2021-10-01 12:39:00,53.44,24.6,14.5,73.3,24.5,18.2
2021-10-01 12:40:00,53.47,24.56,14.5,73.2,24.5,18.2
2021-10-01 12:41:00,53.52,24.53,14.5,73.1,24.4,18.1
2021-10-01 12:42:00,53.53,24.5,14.4,73.0,24.4,18.1
2021-10-01 12:43:00,53.56,24.47,14.4,72.9,24.4,18.1
2021-10-01 12:44:00,53.58,24.43,14.4,72.8,24.3,18.0
2021-10-01 12:45:00,53.64,24.4,14.4,72.7,24.3,18.0
2021-10-01 12:46:00,53.64,24.37,14.4,72.6,24.3,18.0
2021-10-01 12:47:00,53.64,24.35,14.3,72.5,24.2,18.0
2021-10-01 12:48:00,53.64,24.33,14.3,72.4,24.2,18.0
2021-10-01 12:49:00,53.73,24.3,14.3,72.4,24.2,18.0
2021-10-01 12:50:00,53.85,24.27,14.3,72.4,24.2,18.0
2021-10-01 12:51:00,53.96,24.26,14.4,72.5,24.2,18.0
2021-10-01 12:52:00,54.11,24.32,14.4,73.0,24.2,18.0
2021-10-01 12:53:00,54.02,24.39,14.5,73.2,24.3,18.1
2021-10-01 12:54:00,53.96,24.48,14.6,73.5,24.4,18.2
2021-10-01 12:55:00,53.87,24.54,14.6,73.7,24.5,18.2
2021-10-01 12:56:00,53.82,24.58,14.6,73.8,24.5,18.2
2021-10-01 12:57:00,53.79,24.61,14.6,73.9,24.5,18.2
2021-10-01 12:58:00,53.73,24.65,14.6,74.0,24.6,18.3
2021-10-01 12:59:00,53.7,24.68,14.7,74.1,24.6,18.3
2021-10-01 13:00:00,53.66,24.72,14.7,74.2,24.6,18.3
2021-10-01 13:01:00,53.63,24.74,14.7,74.2,24.7,18.3
2021-10-01 13:02:00,53.63,24.7,14.7,74.1,24.6,18.3
2021-10-01 13:03:00,53.64,24.67,14.6,73.9,24.6,18.3
2021-10-01 13:04:00,53.67,24.63,14.6,73.8,24.5,18.2
2021-10-01 13:05:00,53.73,24.58,14.6,73.7,24.5,18.2
2021-10-01 13:06:00,53.79,24.55,14.6,73.6,24.5,18.2
2021-10-01 13:07:00,53.82,24.52,14.6,73.5,24.4,18.2
2021-10-01 13:08:00,53.82,24.48,14.5,73.3,24.4,18.1
2021-10-01 13:09:00,53.88,24.45,14.5,73.3,24.4,18.1
2021-10-01 13:10:00,53.9,24.4,14.5,73.1,24.3,18.1
2021-10-01 13:11:00,53.93,24.37,14.4,73.0,24.3,18.0
2021-10-01 13:12:00,53.96,24.35,14.4,72.9,24.2,18.0
2021-10-01 13:13:00,53.96,24.32,14.4,72.8,24.2,18.0
2021-10-01 13:14:00,53.99,24.3,14.4,72.7,24.2,18.0
2021-10-01 13:15:00,54.05,24.26,14.4,72.6,24.2,18.0
2021-10-01 13:16:00,54.08,24.22,14.3,72.5,24.1,17.9
2021-10-01 13:17:00,54.11,24.22,14.4,72.5,24.1,17.9
2021-10-01 13:18:00,54.14,24.19,14.3,72.5,24.1,17.9
2021-10-01 13:19:00,54.14,24.17,14.3,72.4,24.1,17.9
2021-10-01 13:20:00,54.17,24.13,14.3,72.2,24.0,17.9
2021-10-01 13:21:00,54.17,24.11,14.3,72.1,24.0,17.9
2021-10-01 13:22:00,54.2,24.09,14.3,72.1,24.0,17.8
2021-10-01 13:23:00,54.2,24.06,14.2,71.9,23.9,17.8
2021-10-01 13:24:00,54.26,24.05,14.2,72.0,23.9,17.8
2021-10-01 13:25:00,54.29,24.03,14.2,71.9,23.9,17.8
2021-10-01 13:26:00,54.29,23.99,14.2,71.8,23.9,17.8
2021-10-01 13:27:00,54.34,23.97,14.2,71.7,23.8,17.8
2021-10-01 13:28:00,54.34,23.95,14.2,71.6,23.8,17.7
2021-10-01 13:29:00,54.34,23.94,14.2,71.6,23.8,17.7
2021-10-01 13:30:00,54.37,23.92,14.2,71.6,23.8,17.7
2021-10-01 13:31:00,54.4,23.9,14.1,71.5,23.8,17.7
2021-10-01 13:32:00,54.44,23.88,14.1,71.5,23.7,17.7
2021-10-01 13:33:00,54.47,23.86,14.1,71.4,23.7,17.7
2021-10-01 13:34:00,54.52,23.84,14.1,71.4,23.7,17.7
2021-10-01 13:35:00,54.52,23.82,14.1,71.3,23.7,17.6
2021-10-01 13:36:00,54.5,23.8,14.1,71.2,23.7,17.6
2021-10-01 13:37:00,54.5,23.78,14.1,71.1,23.6,17.6
2021-10-01 13:38:00,54.52,23.77,14.1,71.1,23.6,17.6
2021-10-01 13:39:00,54.55,23.75,14.0,71.0,23.6,17.6
2021-10-01 13:40:00,54.58,23.74,14.0,71.0,23.6,17.6
2021-10-01 13:41:00,54.58,23.72,14.0,70.9,23.6,17.6
2021-10-01 13:42:00,54.64,23.71,14.0,71.0,23.6,17.6
2021-10-01 13:43:00,54.66,23.69,14.0,70.9,23.5,17.6
2021-10-01 13:44:00,54.66,23.67,14.0,70.8,23.5,17.5
2021-10-01 13:45:00,54.76,23.66,14.0,70.9,23.5,17.6
2021-10-01 13:46:00,54.72,23.64,14.0,70.8,23.5,17.5
2021-10-01 13:47:00,54.69,23.63,14.0,70.7,23.5,17.5
2021-10-01 13:48:00,54.72,23.61,14.0,70.6,23.5,17.5
2021-10-01 13:49:00,54.72,23.6,14.0,70.6,23.4,17.5
2021-10-01 13:50:00,54.79,23.59,14.0,70.6,23.4,17.5
2021-10-01 13:51:00,54.84,23.57,14.0,70.6,23.4,17.5
2021-10-01 13:52:00,54.82,23.56,13.9,70.5,23.4,17.5
2021-10-01 13:53:00,54.82,23.53,13.9,70.4,23.4,17.4
2021-10-01 13:54:00,54.84,23.52,13.9,70.4,23.4,17.4
2021-10-01 13:55:00,54.84,23.52,13.9,70.4,23.4,17.4
2021-10-01 13:56:00,54.98,23.5,13.9,70.5,23.3,17.4
2021-10-01 13:57:00,54.96,23.49,13.9,70.4,23.3,17.4
2021-10-01 13:58:00,54.96,23.48,13.9,70.4,23.3,17.4
2021-10-01 13:59:00,54.99,23.47,13.9,70.4,23.3,17.4
2021-10-01 14:00:00,54.99,23.45,13.9,70.3,23.3,17.4
2021-10-01 14:01:00,54.99,23.44,13.9,70.2,23.3,17.4
2021-10-01 14:02:00,55.01,23.44,13.9,70.3,23.3,17.4
2021-10-01 14:03:00,55.01,23.43,13.9,70.2,23.3,17.4
2021-10-01 14:04:00,55.01,23.41,13.9,70.1,23.2,17.4
2021-10-01 14:05:00,55.05,23.41,13.9,70.2,23.2,17.4
2021-10-01 14:06:00,55.08,23.39,13.9,70.1,23.2,17.4
2021-10-01 14:07:00,55.17,23.37,13.9,70.2,23.2,17.4
2021-10-01 14:08:00,55.14,23.36,13.9,70.1,23.2,17.3
2021-10-01 14:09:00,55.17,23.36,13.9,70.1,23.2,17.3
2021-10-01 14:10:00,55.14,23.35,13.8,70.0,23.2,17.3
2021-10-01 14:11:00,55.22,23.34,13.9,70.1,23.2,17.3
2021-10-01 14:12:00,55.17,23.33,13.8,70.0,23.2,17.3
2021-10-01 14:13:00,55.28,23.32,13.9,70.1,23.2,17.3
2021-10-01 14:14:00,55.28,23.31,13.8,70.0,23.1,17.3
2021-10-01 14:15:00,55.28,23.31,13.8,70.0,23.1,17.3
2021-10-01 14:16:00,55.25,23.3,13.8,70.0,23.1,17.3
2021-10-01 14:17:00,55.25,23.3,13.8,70.0,23.1,17.3
2021-10-01 14:18:00,55.37,23.29,13.8,70.1,23.1,17.3
2021-10-01 14:19:00,55.37,23.28,13.8,70.0,23.1,17.3
2021-10-01 14:20:00,55.37,23.27,13.8,70.0,23.1,17.3
2021-10-01 14:21:00,55.37,23.25,13.8,69.9,23.1,17.3
2021-10-01 14:22:00,55.4,23.25,13.8,69.9,23.1,17.3
2021-10-01 14:23:00,55.4,23.24,13.8,69.9,23.1,17.3
2021-10-01 14:24:00,55.52,23.23,13.8,70.0,23.1,17.3
2021-10-01 14:25:00,55.52,23.23,13.8,70.0,23.1,17.3
2021-10-01 14:26:00,55.46,23.22,13.8,69.9,23.0,17.3
2021-10-01 14:27:00,55.46,23.21,13.8,69.8,23.0,17.2
2021-10-01 14:28:00,55.46,23.2,13.8,69.8,23.0,17.2
2021-10-01 14:29:00,55.57,23.2,13.8,69.9,23.0,17.3
2021-10-01 14:30:00,55.6,23.19,13.8,69.9,23.0,17.2
2021-10-01 14:31:00,55.57,23.19,13.8,69.9,23.0,17.2
2021-10-01 14:32:00,55.57,23.18,13.8,69.8,23.0,17.2
2021-10-01 14:33:00,55.6,23.18,13.8,69.9,23.0,17.2
2021-10-01 14:34:00,55.6,23.17,13.8,69.8,23.0,17.2
2021-10-01 14:35:00,55.66,23.17,13.8,69.9,23.0,17.2
2021-10-01 14:36:00,55.63,23.17,13.8,69.9,23.0,17.2
2021-10-01 14:37:00,55.66,23.16,13.8,69.9,23.0,17.2
2021-10-01 14:38:00,55.66,23.16,13.8,69.9,23.0,17.2
2021-10-01 14:39:00,55.69,23.15,13.8,69.9,23.0,17.2
2021-10-01 14:40:00,55.78,23.14,13.8,69.9,23.0,17.2
2021-10-01 14:41:00,55.75,23.14,13.8,69.9,23.0,17.2
2021-10-01 14:42:00,55.72,23.13,13.8,69.8,23.0,17.2
2021-10-01 14:43:00,55.72,23.13,13.8,69.8,23.0,17.2
2021-10-01 14:44:00,55.75,23.13,13.8,69.9,23.0,17.2
2021-10-01 14:45:00,55.72,23.13,13.8,69.8,23.0,17.2
2021-10-01 14:46:00,55.89,23.1,13.8,69.9,22.9,17.2
2021-10-01 14:47:00,55.81,23.09,13.8,69.8,22.9,17.2
2021-10-01 14:48:00,55.81,23.09,13.8,69.8,22.9,17.2
2021-10-01 14:49:00,55.84,23.09,13.8,69.8,22.9,17.2
2021-10-01 14:50:00,55.84,23.09,13.8,69.8,22.9,17.2
2021-10-01 14:51:00,55.89,23.08,13.8,69.8,22.9,17.2
2021-10-01 14:52:00,55.92,23.08,13.8,69.8,22.9,17.2
2021-10-01 14:53:00,55.89,23.07,13.8,69.8,22.9,17.2
2021-10-01 14:54:00,55.87,23.07,13.8,69.7,22.9,17.2
2021-10-01 14:55:00,55.89,23.07,13.8,69.8,22.9,17.2
2021-10-01 14:56:00,55.87,23.07,13.8,69.7,22.9,17.2
2021-10-01 14:57:00,55.98,23.06,13.8,69.8,22.9,17.2
2021-10-01 14:58:00,55.95,23.06,13.8,69.8,22.9,17.2
2021-10-01 14:59:00,55.92,23.06,13.8,69.8,22.9,17.2
2021-10-01 15:00:00,55.92,23.05,13.8,69.7,22.9,17.2
2021-10-01 15:01:00,55.92,23.05,13.8,69.7,22.9,17.2
2021-10-01 15:02:00,55.98,23.05,13.8,69.8,22.9,17.2
2021-10-01 15:03:00,56.01,23.04,13.8,69.8,22.9,17.2
2021-10-01 15:04:00,55.98,23.04,13.8,69.7,22.9,17.2
2021-10-01 15:05:00,55.98,23.03,13.8,69.7,22.9,17.2
2021-10-01 15:06:00,55.98,23.04,13.8,69.7,22.9,17.2
2021-10-01 15:07:00,55.98,23.04,13.8,69.7,22.9,17.2
2021-10-01 15:08:00,56.1,23.03,13.8,69.9,22.9,17.2
2021-10-01 15:09:00,56.04,23.03,13.8,69.8,22.9,17.2
2021-10-01 15:10:00,56.04,23.02,13.8,69.7,22.8,17.2
2021-10-01 15:11:00,56.07,23.02,13.8,69.8,22.8,17.2
2021-10-01 15:12:00,56.07,23.02,13.8,69.8,22.8,17.2
2021-10-01 15:13:00,56.07,23.02,13.8,69.8,22.8,17.2
2021-10-01 15:14:00,56.16,23.02,13.8,69.9,22.8,17.2
2021-10-01 15:15:00,56.1,23.02,13.8,69.8,22.8,17.2
2021-10-01 15:16:00,56.1,23.01,13.8,69.8,22.8,17.2
2021-10-01 15:17:00,56.16,23.01,13.8,69.8,22.8,17.2
2021-10-01 15:18:00,56.16,23.01,13.8,69.8,22.8,17.2
2021-10-01 15:19:00,56.19,23.01,13.8,69.9,22.8,17.2
2021-10-01 15:20:00,56.19,23.01,13.8,69.9,22.8,17.2
2021-10-01 15:21:00,56.19,23.01,13.8,69.9,22.8,17.2
2021-10-01 15:22:00,56.19,23.01,13.8,69.9,22.8,17.2
2021-10-01 15:23:00,56.16,23.01,13.8,69.8,22.8,17.2
2021-10-01 15:24:00,56.16,23.01,13.8,69.8,22.8,17.2
2021-10-01 15:25:00,56.24,23.01,13.8,69.9,22.8,17.2
2021-10-01 15:26:00,56.22,23.0,13.8,69.9,22.8,17.2
2021-10-01 15:27:00,56.22,23.0,13.8,69.9,22.8,17.2
2021-10-01 15:28:00,56.24,23.0,13.8,69.9,22.8,17.2
2021-10-01 15:29:00,56.24,23.0,13.8,69.9,22.8,17.2
2021-10-01 15:30:00,56.27,23.0,13.8,69.9,22.8,17.2
2021-10-01 15:31:00,56.27,23.0,13.8,69.9,22.8,17.2
2021-10-01 15:32:00,56.27,23.0,13.8,69.9,22.8,17.2
2021-10-01 15:33:00,56.24,23.0,13.8,69.9,22.8,17.2
